(-211827.16590654448, (3, 9, 14))
(-211515.65091503446, (3, 10, 13))
(-211386.08190159177, (3, 11, 12))
(-199536.05420524807, (4, 8, 14))
(-198966.77093619516, (4, 9, 13))
(-198697.22207267478, (4, 10, 12))
(-198618.0587476613, (4, 11, 11))
(-194822.39640881994, (0, 11, 14))
(-194757.9247863248, (0, 12, 13))
(-193747.51912367062, (5, 7, 14))
(-192697.25485666827, (5, 8, 13))
(-192169.937715605, (5, 9, 12))
(-192068.15304047844, (6, 6, 14))
(-191950.79454051383, (5, 10, 11))
(-190116.03803596037, (6, 7, 13))
(-189107.7398969477, (6, 8, 12))
(-188630.82844431364, (6, 9, 11))
(-188490.84859423595, (6, 10, 10))
(-188205.88915943194, (7, 7, 12))
(-187247.99670884848, (7, 8, 11))
(-186850.2485812279, (7, 9, 10))
(-186369.2675832785, (8, 8, 10))
(-186111.4993057356, (8, 9, 9))
(-149216.26800284683, (1, 10, 14))
(-149106.60787473965, (1, 11, 13))
(-149074.37206349208, (1, 12, 12))
(-125169.14755281183, (2, 9, 14))
(-124983.12449929156, (2, 10, 13))
(-124905.70018243194, (2, 11, 12))
(-112621.99811010306, (3, 8, 14))
(-112297.49983520973, (3, 9, 13))
(-112143.71259293705, (3, 10, 12))
(-112098.52408732501, (3, 11, 11))
(-106349.40324269739, (4, 7, 14))
(-105767.9460142705, (4, 8, 13))
(-105475.68355062476, (4, 9, 12))
(-105354.13211959964, (4, 10, 11))
(-103752.67127047434, (5, 6, 14))
(-103445.4807733443, (0, 10, 14))
(-103368.93802197803, (0, 11, 13))
(-103346.43252747253, (0, 12, 12))
(-102690.6694077344, (5, 7, 13))
(-102141.44799055508, (5, 8, 12))
(-101881.42133815691, (5, 9, 11))
(-101805.05841274383, (5, 10, 10))
(-101804.77018537019, (6, 6, 13))
(-100775.00413387782, (6, 7, 12))
(-100258.01852794609, (6, 8, 11))
(-100043.18038115995, (6, 9, 10))
(-99777.47389363302, (7, 7, 11))
(-99305.67679331332, (7, 8, 10))
(-99167.20157194027, (7, 9, 9))
(-98910.24261840672, (8, 8, 9))
(-79326.23256273138, (1, 9, 14))
(-79207.30170535347, (1, 10, 13))
(-79157.77758241758, (1, 11, 12))
(-66643.3384347801, (2, 8, 14))
(-66449.54928069373, (2, 9, 13))
(-66357.6370517462, (2, 10, 12))
(-66330.61842331581, (2, 11, 11))
(-60114.705825962075, (3, 7, 14))
(-59783.25077451198, (3, 8, 13))
(-59616.480248856, (3, 9, 12))
(-59547.073514413976, (3, 10, 11))
(-57033.914067910824, (4, 6, 14))
(-56445.93642656352, (4, 7, 13))
(-56141.50000354381, (4, 8, 12))
(-56116.548178879944, (5, 5, 14))
(-55997.23497239334, (4, 9, 11))
(-55954.8468663817, (4, 10, 10))
(-55063.977418371105, (5, 6, 13))
(-55042.325528589055, (0, 9, 14))
(-54959.312447552446, (0, 10, 13))
(-54924.73582417582, (0, 11, 12))
(-54503.0184054542, (5, 7, 12))
(-54221.08747693998, (5, 8, 11))
(-54103.8410742199, (5, 9, 10))
(-54038.42528629265, (6, 6, 12))
(-53499.971767881245, (6, 7, 11))
(-53245.05946779742, (6, 8, 10))
(-53170.20117108897, (6, 9, 9))
(-52988.536877900224, (7, 7, 10))
(-52776.01268382804, (7, 8, 9))
(-52638.34678646431, (8, 8, 8))
(-42287.30364005986, (1, 8, 14))
(-42163.407081716236, (1, 9, 13))
(-42104.61222950962, (1, 10, 12))
(-42087.32391782131, (1, 11, 11))
(-35622.92634599931, (2, 7, 14))
(-35424.980814956565, (2, 8, 13))
(-35325.302485442946, (2, 9, 12))
(-35283.79594492464, (2, 10, 11))
(-32286.096846535704, (3, 6, 14))
(-31950.92178176559, (3, 7, 13))
(-31777.19447955284, (3, 8, 12))
(-31694.80446172753, (3, 9, 11))
(-31670.586232897535, (3, 10, 10))
(-30884.67117167662, (4, 5, 14))
(-30308.92503216082, (4, 6, 13))
(-29997.968196220703, (4, 7, 12))
(-29841.529205696264, (4, 8, 11))
(-29812.865246332614, (5, 5, 13))
(-29776.427499559264, (4, 9, 10))
(-29367.62292800124, (0, 8, 14))
(-29281.148774703557, (0, 9, 13))
(-29261.337335646807, (5, 6, 12))
(-29240.101821656604, (0, 10, 12))
(-29228.030692785476, (0, 11, 11))
(-28967.668811395, (5, 7, 11))
(-28828.518132558875, (5, 8, 10))
(-28787.634655251866, (5, 9, 9))
(-28727.097736649313, (6, 6, 11))
(-28450.71752408582, (6, 7, 10))
(-28335.785074079686, (6, 8, 9))
(-28198.555540352318, (7, 7, 9))
(-28124.506567653192, (7, 8, 8))
(-22631.117873362786, (1, 7, 14))
(-22504.56956676742, (1, 8, 13))
(-22440.809013595102, (1, 9, 12))
(-22414.24997263606, (1, 10, 11))
(-19158.543688656657, (2, 6, 14))
(-18958.382772998528, (2, 7, 13))
(-18854.54806652853, (2, 8, 12))
(-18805.27542544412, (2, 9, 11))
(-18790.78751335621, (2, 10, 10))
(-17501.080272385218, (3, 5, 14))
(-17179.64133815124, (3, 6, 13))
(-17017.020486557012, (4, 4, 14))
(-17002.194022618474, (3, 7, 12))
(-16912.847228236384, (3, 8, 11))
(-16875.645716023108, (3, 9, 10))
(-16423.543810910676, (4, 5, 13))
(-16124.81847680206, (4, 6, 12))
(-15961.85907335721, (4, 7, 11))
(-15884.583407846249, (4, 8, 10))
(-15861.869807720885, (4, 9, 9))
(-15852.780735389706, (5, 5, 12))
(-15729.953995194915, (0, 7, 14))
(-15641.637417654809, (0, 8, 13))
(-15597.129392346784, (0, 9, 12))
(-15578.587933805324, (0, 10, 11))
(-15568.543313369002, (5, 6, 11))
(-15417.65503879528, (5, 7, 10))
(-15354.867285372231, (5, 8, 9))
(-15296.377020219428, (6, 6, 10))
(-15159.976657733616, (6, 7, 9))
(-15119.902504435933, (6, 8, 8))
(-15046.28989537317, (7, 7, 8))
(-12185.252049910872, (1, 6, 14))
(-12057.297682709446, (1, 7, 13))
(-11990.885381285381, (1, 8, 12))
(-11959.360639360639, (1, 9, 11))
(-11950.08991008991, (1, 10, 10))
(-10392.043948396917, (2, 5, 14))
(-10206.428487284242, (2, 6, 13))
(-10100.378396198856, (2, 7, 12))
(-10046.949378158073, (2, 8, 11))
(-10024.695365504062, (2, 9, 10))
(-9651.946421156355, (3, 4, 14))
(-9313.586274801162, (3, 5, 13))
(-9149.87508980453, (3, 6, 12))
(-9056.808282102427, (3, 7, 11))
(-9053.548533388808, (4, 4, 13))
(-9012.649993332372, (3, 8, 10))
(-8999.66670994909, (3, 9, 9))
(-8737.092663149655, (4, 5, 12))
(-8586.364761536306, (4, 6, 11))
(-8502.568683104933, (4, 7, 10))
(-8475.891281097418, (0, 6, 14))
(-8467.68112360561, (4, 8, 9))
(-8433.620076293788, (5, 5, 11))
(-8386.605006587615, (0, 7, 13))
(-8340.254557037166, (0, 8, 12))
(-8318.252026234635, (0, 9, 11))
(-8311.781696564305, (0, 10, 10))
(-8292.162903951166, (5, 6, 10))
(-8217.637554790523, (5, 7, 9))
(-8195.733278674481, (5, 8, 8))
(-8159.976460879274, (6, 6, 9))
(-8098.434395101914, (6, 7, 8))
(-8058.796605440595, (7, 7, 7))
(-6610.555419005546, (1, 5, 14))
(-6497.5828699859385, (1, 6, 13))
(-6429.7645079558115, (1, 7, 12))
(-6395.5880177793215, (1, 8, 11))
(-6381.351587542891, (1, 9, 10))
(-5734.713206522467, (2, 4, 14))
(-5532.612896924944, (2, 5, 13))
(-5478.675465110113, (3, 3, 14))
(-5441.108260385014, (2, 6, 12))
(-5385.463857728846, (2, 7, 11))
(-5359.053468118456, (2, 8, 10))
(-5351.287367552356, (2, 9, 9))
(-5135.830470270072, (3, 4, 13))
(-4955.198073152225, (3, 5, 12))
(-4875.867395986254, (3, 6, 11))
(-4827.989093896187, (3, 7, 10))
(-4814.453387909707, (4, 4, 12))
(-4808.0490339561275, (3, 8, 9))
(-4645.994950165821, (4, 5, 11))
(-4580.560733384263, (0, 5, 14))
(-4574.4303735659505, (4, 6, 10))
(-4533.022401146213, (4, 7, 9))
(-4522.2077922077915, (0, 6, 13))
(-4520.848441772254, (4, 8, 8))
(-4485.3026129880345, (5, 5, 10))
(-4474.887645687645, (0, 7, 12))
(-4451.04269064269, (0, 8, 11))
(-4441.111288711289, (0, 9, 10))
(-4420.208366058494, (5, 6, 9))
(-4386.566494204857, (5, 7, 8))
(-4362.880219695053, (6, 6, 8))
(-4341.412307215376, (6, 7, 7))
(-3632.590760323268, (1, 4, 14))
(-3519.084877970327, (1, 5, 13))
(-3466.248334122018, (1, 6, 12))
(-3430.6657833394675, (1, 7, 11))
(-3413.7776048512887, (1, 8, 10))
(-3408.811903885588, (1, 9, 9))
(-3240.8083336683953, (2, 3, 14))
(-3050.174690737539, (2, 4, 13))
(-2942.18520571276, (2, 5, 12))
(-2913.430005495021, (3, 3, 13))
(-2901.0862576020468, (2, 6, 11))
(-2872.460483376273, (2, 7, 10))
(-2860.5380058537953, (2, 8, 9))
(-2728.312759892326, (3, 4, 12))
(-2632.060870605143, (3, 5, 11))
(-2597.9186990512067, (3, 6, 10))
(-2574.2586257911335, (3, 7, 9))
(-2567.3018492343567, (3, 8, 8))
(-2554.9331100272275, (4, 4, 11))
(-2519.9619637328615, (0, 4, 14))
(-2465.6379972968207, (4, 5, 10))
(-2436.4615267085856, (4, 6, 9))
(-2429.609022556391, (0, 5, 13))
(-2417.767154414213, (4, 7, 8))
(-2413.2222093695777, (0, 6, 12))
(-2388.4075573549258, (0, 7, 11))
(-2381.3085855321146, (5, 5, 9))
(-2376.6337311811, (0, 8, 10))
(-2373.1726589200275, (0, 9, 9))
(-2357.0978159095803, (5, 6, 8))
(-2345.3602201719846, (5, 7, 7))
(-2339.8438228438226, (6, 6, 7))
(-2056.0517765000736, (1, 3, 14))
(-1922.5458941471327, (1, 4, 13))
(-1920.3070912575558, (2, 2, 14))
(-1869.1760169654908, (1, 5, 12))
(-1848.575284364758, (1, 6, 11))
(-1830.2810452705191, (1, 7, 10))
(-1822.6635960530698, (1, 8, 9))
(-1713.6734483266991, (2, 3, 13))
(-1617.1506299685866, (2, 4, 12))
(-1559.5668333730255, (2, 5, 11))
(-1545.4865136927058, (2, 6, 10))
(-1544.0228693906713, (3, 3, 12))
(-1531.3486515548436, (2, 7, 9))
(-1527.1922745984666, (2, 8, 8))
(-1443.2861316186395, (3, 4, 11))
(-1427.4827657378742, (0, 3, 14))
(-1392.222747943491, (3, 5, 10))
(-1382.2988052195483, (3, 6, 9))
(-1371.6220153427585, (3, 7, 8))
(-1349.0698067670205, (4, 4, 10))
(-1329.1298245614037, (0, 4, 13))
(-1302.162800048249, (4, 5, 9))
(-1295.6999295853786, (4, 6, 8))
(-1289.1795166649656, (4, 7, 7))
(-1286.8616926932716, (0, 6, 11))
(-1280.7430113745904, (0, 5, 12))
(-1274.1181695497485, (0, 7, 10))
(-1268.814673046252, (0, 8, 9))
(-1260.6242914979757, (6, 6, 6))
(-1258.7168655905498, (5, 5, 8))
(-1256.4103720840565, (5, 6, 7))
(-1219.6103199174406, (1, 2, 14))
(-1082.1044375644994, (1, 3, 13))
(-1009.9766769865842, (2, 2, 13))
(-1008.7345603828576, (1, 4, 12))
(-987.6004944487917, (1, 5, 11))
(-984.2880735363708, (1, 6, 10))
(-975.264563712861, (1, 7, 9))
(-972.6128154611127, (1, 8, 8))
(-897.4538586284717, (2, 3, 12))
(-851.3367286995771, (2, 4, 11))
(-847.0790505675955, (0, 2, 14))
(-821.1791529420013, (2, 6, 9))
(-820.7715605344089, (2, 5, 10))
(-814.8073913702397, (2, 7, 8))
(-812.1837875231064, (3, 3, 11))
(-774.9512899896802, (1, 1, 14))
(-756.6355553631096, (3, 4, 10))
(-748.7261093911249, (0, 3, 13))
(-732.8497411772954, (3, 6, 8))
(-729.7904005179547, (3, 5, 9))
(-729.1297278572821, (3, 7, 7))
(-704.8073365231261, (4, 4, 9))
(-692.3392962043117, (0, 4, 12))
(-686.3250188408083, (4, 6, 7))
(-684.6477877128032, (0, 6, 10))
(-680.6139299297195, (4, 5, 8))
(-678.3745942396097, (0, 7, 9))
(-676.5321699971855, (0, 8, 8))
(-668.5033738191634, (5, 6, 6))
(-666.457977522993, (0, 5, 11))
(-659.0722715880611, (5, 5, 7))
(-638.4454076367389, (1, 2, 13))
(-561.075530455097, (1, 3, 12))
(-538.164705882353, (0, 1, 14))
(-522.9225892786264, (2, 2, 12))
(-522.0540186335852, (1, 6, 9))
(-519.9414645210311, (1, 4, 11))
(-517.9962097757764, (1, 7, 8))
(-516.0957102752768, (1, 5, 10))
(-460.8054593497318, (2, 3, 11))
(-441.8117647058824, (0, 2, 13))
(-441.7069578512303, (2, 4, 10))
(-433.8033947476672, (2, 6, 8))
(-431.5880101322826, (2, 7, 7))
(-425.6297017739742, (2, 5, 9))
(-420.7238938564016, (3, 3, 10))
(-403.6588235294118, (1, 1, 13))
(-389.39389052639825, (3, 4, 9))
(-385.54813628064403, (3, 6, 7))
(-385.42495151906917, (0, 3, 12))
(-375.5320190645268, (3, 5, 8))
(-373.50588235294117, (0, 0, 14))
(-362.3935828877006, (0, 6, 9))
(-360.49132642383415, (4, 6, 6))
(-360.27927181177955, (4, 4, 8))
(-359.58146167557936, (0, 7, 8))
(-351.5436328377505, (0, 4, 11))
(-348.25982459233234, (4, 5, 7))
(-338.4557619882697, (5, 5, 6))
(-337.7334430275607, (0, 5, 10))
(-327.28894634776987, (1, 2, 12))
(-282.15488041370395, (1, 3, 11))
(-279.15294117647056, (0, 1, 13))
(-274.6581105169341, (1, 6, 8))
(-273.25204991087344, (1, 7, 7))
(-263.73410119292475, (1, 5, 9))
(-262.17181641887527, (2, 2, 11))
(-258.3091261679497, (1, 4, 10))
(-227.07331492037375, (2, 3, 10))
(-226.48163992869877, (2, 6, 7))
(-224.7661279896574, (0, 2, 12))
(-222.46272550978435, (2, 4, 9))
(-214.15156999862884, (2, 5, 8))
(-211.2099782570371, (3, 3, 9))
(-204.7830639948287, (1, 1, 12))
(-199.69429394135278, (3, 6, 6))
(-192.86325831031715, (3, 4, 8))
(-192.8, (0, 0, 13))
(-190.88480930833873, (0, 3, 11))
(-189.85597147950088, (0, 6, 8))
(-188.8862745098039, (0, 7, 7))
(-185.95816340522225, (3, 5, 7))
(-175.9225989696578, (4, 4, 7))
(-170.4235646706235, (4, 5, 6))
(-169.0746194981489, (0, 4, 10))
(-161.73475935828876, (0, 5, 9))
(-160.64899806076278, (1, 2, 11))
(-151.18839983545868, (5, 5, 5))
(-142.1946524064171, (1, 6, 7))
(-140.41318681318683, (0, 1, 12))
(-132.80324381500853, (1, 3, 10))
(-128.61889483065954, (1, 5, 8))
(-122.55049656226126, (2, 2, 10))
(-118.22821883998355, (1, 4, 9))
(-115.486094297859, (2, 6, 6))
(-108.53186813186814, (0, 2, 11))
(-105.09541830718301, (2, 4, 8))
(-101.93990715167186, (2, 3, 9))
(-100.94063975240446, (2, 5, 7))
(-99.05985387161857, (3, 3, 8))
(-98.27912087912088, (1, 1, 11))
(-97.46666666666667, (0, 6, 7))
(-96.02637362637363, (0, 0, 12))
(-87.66991048167519, (3, 4, 7))
(-86.72167832167833, (0, 3, 10))
(-84.4848288965936, (3, 5, 6))
(-77.24966406142877, (4, 4, 6))
(-71.43336663336663, (1, 2, 10))
(-71.38181818181819, (0, 4, 9))
(-71.27326007326008, (1, 6, 6))
(-67.5030303030303, (0, 5, 8))
(-66.14505494505494, (0, 1, 11))
(-59.51912793089264, (4, 5, 5))
(-56.2914418914419, (1, 5, 7))
(-52.858341658341665, (1, 3, 9))
(-48.01318681318681, (0, 6, 6))
(-47.822777222777226, (2, 2, 9))
(-46.33486513486513, (0, 2, 10))
(-44.26373626373626, (0, 0, 11))
(-43.249017649017645, (1, 4, 8))
(-42.29017649017649, (2, 4, 7))
(-41.2993006993007, (1, 1, 10))
(-40.350782550782554, (2, 5, 6))
(-39.05501165501166, (3, 3, 7))
(-34.978288378288376, (2, 3, 8))
(-31.38508158508159, (3, 4, 6))
(-30.995004995004997, (0, 3, 9))
(-26.45354645354645, (0, 1, 10))
(-23.724275724275724, (1, 2, 9))
(-19.11621711621711, (0, 4, 8))
(-17.605860805860807, (1, 5, 6))
(-17.07985347985348, (0, 5, 7))
(-16.643356643356643, (0, 0, 10))
(-14.46386946386947, (3, 5, 5))
(-13.113686313686314, (0, 2, 9))
(-10.87852147852148, (1, 1, 9))
(-10.11495171495171, (1, 3, 8))
(-8.733333333333338, (4, 4, 5))
(-8.718947718947717, (2, 4, 6))
(-7.8797868797868755, (2, 2, 8))
(-6.988411588411589, (3, 3, 6))
(-5.303496503496502, (0, 1, 9))
(-3.1573759573759554, (1, 4, 7))
(-1.9636363636363625, (0, 0, 9))
(-1.2348984348984338, (0, 3, 8))
(0.8083250083250104, (2, 3, 7))
(1.7308025308025319, (1, 2, 8))
(4.575291375291376, (0, 2, 8))
(5.305827505827507, (1, 1, 8))
(5.793939393939395, (0, 0, 8))
(5.915151515151516, (0, 1, 8))
(7.765900765900768, (2, 5, 5))
(8.801465201465204, (0, 4, 7))
(9.866666666666667, (0, 0, 7))
(9.868131868131869, (0, 5, 6))
(11.83030303030303, (0, 1, 7))
(12.0, (0, 0, 6))
(12.68837828837829, (1, 3, 7))
(13.418914418914422, (2, 2, 7))
(13.872727272727275, (1, 1, 7))
(13.951515151515153, (0, 2, 7))
(14.417649017649019, (3, 4, 5))
(14.61165501165501, (0, 3, 7))
(14.933333333333334, (0, 1, 6))
(15.263403263403266, (1, 2, 7))
(18.239893439893443, (1, 4, 6))
(18.38181818181818, (1, 1, 6))
(18.773226773226774, (1, 5, 5))
(18.8969696969697, (0, 2, 6))
(19.338861138861137, (4, 4, 4))
(19.891641691641688, (2, 3, 6))
(22.424242424242422, (1, 2, 6))
(23.018181818181816, (0, 3, 6))
(23.67832167832168, (0, 4, 6))
(24.0, (0, 0, 0))
(24.736130536130535, (2, 2, 6))
(24.814918414918417, (1, 3, 6))
(24.90982350982351, (2, 4, 5))
(25.83103563103563, (3, 3, 5))
(30.315884115884117, (3, 4, 4))
(32.0, (0, 0, 1))
(34.287645687645686, (2, 4, 4))
(34.77249417249418, (3, 3, 4))
(35.50909090909091, (3, 3, 3))
(36.46666666666667, (1, 1, 5))
(41.915151515151514, (1, 2, 5))
(42.0, (0, 1, 1))
(44.0, (0, 0, 2))
(45.34825174825175, (1, 4, 5))
(45.754312354312354, (2, 3, 5))
(46.442424242424245, (2, 2, 5))
(46.95757575757575, (1, 3, 5))
(48.0, (0, 1, 5))
(49.448484848484846, (2, 2, 4))
(50.97575757575758, (2, 3, 4))
(52.93333333333334, (0, 2, 5))
(54.0, (0, 2, 4))
(54.0, (0, 3, 3))
(54.0, (1, 1, 1))
(55.67832167832168, (0, 5, 5))
(56.0, (0, 1, 2))
(58.89696969696969, (0, 3, 5))
(59.46666666666667, (1, 2, 4))
(60.0, (0, 0, 3))
(60.93333333333334, (0, 3, 4))
(63.01818181818182, (0, 4, 5))
(63.46666666666667, (1, 3, 3))
(65.44848484848485, (2, 3, 3))
(65.91515151515152, (1, 3, 4))
(66.8969696969697, (0, 4, 4))
(66.95757575757577, (1, 4, 4))
(69.0, (1, 1, 2))
(69.0, (1, 1, 4))
(70.0, (0, 2, 2))
(72.0, (0, 1, 3))
(72.0, (1, 2, 3))
(75.0, (2, 2, 2))
(76.0, (0, 0, 4))
(76.0, (0, 0, 5))
(78.0, (0, 2, 3))
(78.46666666666667, (2, 2, 3))
(80.0, (0, 1, 4))
(80.0, (1, 2, 2))
(81.0, (1, 1, 3))
