(-115069065.3174983, 2925, -39339.85139059771, (5, 6, 13))
(-114481078.65386787, 2600, -44031.18409764149, (0, 3, 20))
(-114043030.12952836, 2925, -38989.07012975329, (5, 7, 12))
(-113544573.99346629, 2925, -38818.65777554403, (5, 8, 11))
(-113342616.17914438, 2925, -38749.61236893825, (5, 9, 10))
(-113086642.96616542, 2925, -38662.10015937279, (6, 6, 12))
(-112093522.06390978, 2925, -38322.57164578112, (6, 7, 11))
(-111636296.7911021, 2925, -38166.255313197296, (6, 8, 10))
(-111504284.7674601, 2925, -38121.12299742225, (6, 9, 9))
(-111141632.02490853, 2925, -37997.13915381488, (7, 7, 10))
(-110754352.54278074, 2925, -37864.73591206179, (7, 8, 9))
(-110499085.08429496, 2925, -37777.464986083745, (8, 8, 8))
(-107707668.46753247, 2600, -41426.026333666334, (0, 4, 19))
(-104213015.39849626, 2600, -40081.92899942164, (0, 5, 18))
(-102418408.08020051, 2600, -39391.695415461734, (0, 6, 17))
(-101502826.60887514, 2600, -39039.548695721205, (0, 7, 16))
(-101040225.5543672, 2600, -38861.625213218154, (0, 8, 15))
(-100810528.29946524, 2600, -38773.28011517894, (0, 9, 14))
(-100701455.48051949, 2600, -38731.329030969035, (0, 10, 13))
(-100658101.71428572, 2600, -38714.65450549451, (0, 11, 12))
(-96776838.3466968, 2600, -37221.86090257569, (1, 2, 20))
(-92224088.0, 2300, -40097.42956521739, (0, 0, 22))
(-86848154.77809148, 2600, -33403.13645311211, (1, 3, 19))
(-81714123.15040566, 2600, -31428.508904002178, (1, 4, 18))
(-80784173.83850932, 2600, -31070.836091734356, (2, 2, 19))
(-79069492.95673968, 2600, -30411.343444899878, (1, 5, 17))
(-77714398.56192912, 2600, -29890.15329304966, (1, 6, 16))
(-77025307.29901248, 2600, -29625.118191927875, (1, 7, 15))
(-76679158.14430752, 2600, -29491.983901656742, (1, 8, 14))
(-76509773.10738367, 2600, -29426.83581053218, (1, 9, 13))
(-76433559.8147939, 2600, -29397.523005689964, (1, 10, 12))
(-76411882.93167703, 2600, -29389.1857429527, (1, 11, 11))
(-72494868.8285536, 2600, -27882.641857136, (2, 3, 18))
(-69931816.72727272, 2300, -30405.13770750988, (0, 1, 21))
(-68210860.07623804, 2600, -26234.946183168475, (2, 4, 17))
(-66005742.80605723, 2600, -25386.82415617586, (2, 5, 16))
(-65055586.693968125, 2600, -25021.37949768005, (3, 3, 17))
(-64877138.6196554, 2600, -24952.745622944385, (2, 6, 15))
(-64304499.25654174, 2600, -24732.499714054513, (2, 7, 14))
(-64018662.31981489, 2600, -24622.562430698035, (2, 8, 13))
(-63882136.80924703, 2600, -24570.052618941165, (2, 9, 12))
(-63827600.39977414, 2600, -24549.07707683621, (2, 10, 11))
(-61211090.86513774, 2600, -23542.727255822207, (3, 4, 16))
(-59232463.803365655, 2600, -22781.71684744833, (3, 5, 15))
(-58359847.116883114, 2300, -25373.846572557875, (0, 2, 20))
(-58220311.51676681, 2600, -22392.427506448774, (3, 6, 14))
(-57707984.37163125, 2600, -22195.378604473557, (3, 7, 13))
(-57593085.24471607, 2600, -22151.186632583103, (4, 4, 15))
(-57455006.9612604, 2600, -22098.07960048477, (3, 8, 12))
(-57340158.33380942, 2600, -22053.90705146516, (3, 9, 11))
(-57307298.80745342, 2600, -22041.268772097468, (3, 10, 10))
(-55730910.082746975, 2600, -21434.965416441144, (4, 5, 14))
(-54779070.014126234, 2600, -21068.873082356244, (4, 6, 13))
(-54299602.395346664, 2600, -20884.462459748716, (4, 7, 12))
(-54068301.86809269, 2600, -20795.50071849719, (4, 8, 11))
(-53975130.1237586, 2600, -20759.665432214846, (4, 9, 10))
(-53929047.138755985, 2600, -20741.94120721384, (5, 5, 13))
(-53010066.59649123, 2600, -20388.48715249663, (5, 6, 12))
(-52999696.28571428, 2300, -23043.346211180124, (1, 1, 20))
(-52552275.86082855, 2600, -20212.413792626365, (5, 7, 11))
(-52368904.259740256, 2300, -22769.08880858272, (0, 3, 19))
(-52342652.216691464, 2600, -20131.789314112102, (5, 8, 10))
(-52282339.99871336, 2600, -20108.592307197447, (5, 9, 9))
(-52112762.93734336, 2600, -20043.370360516677, (6, 6, 11))
(-51676649.08479755, 2600, -19875.634263383676, (6, 7, 10))
(-51499884.96701647, 2600, -19807.648064237106, (6, 8, 9))
(-51273394.75860775, 2600, -19720.536445618367, (7, 7, 9))
(-51156942.85880477, 2600, -19675.74725338645, (7, 8, 8))
(-49278006.10526316, 2300, -21425.22004576659, (0, 4, 18))
(-47690819.33834586, 2300, -20735.138842759072, (0, 5, 17))
(-46881057.121037886, 2300, -20383.068313494732, (0, 6, 16))
(-46471673.803921565, 2300, -20205.07556692242, (0, 7, 15))
(-46267587.95721925, 2300, -20116.342590095326, (0, 8, 14))
(-46168629.97402597, 2300, -20073.317380011293, (0, 9, 13))
(-46124514.08991009, 2300, -20054.136560830473, (0, 10, 12))
(-46112044.0, 2300, -20048.714782608695, (0, 11, 11))
(-44218240.05194805, 2300, -19225.321761716543, (1, 2, 19))
(-41898512.0, 2024, -20700.845849802372, (0, 0, 21))
(-39677319.54613807, 2300, -17251.0084983209, (1, 3, 18))
(-37338277.085440874, 2300, -16234.033515409075, (1, 4, 17))
(-36886806.16951469, 2300, -16037.741812832475, (2, 2, 18))
(-36139802.593328245, 2300, -15712.957649273148, (1, 5, 16))
(-35530229.82611609, 2300, -15447.926011354823, (1, 6, 15))
(-35223495.24420677, 2300, -15314.563149655118, (1, 7, 14))
(-35071973.32925897, 2300, -15248.684056199554, (1, 8, 13))
(-35000436.395604394, 2300, -15217.581041567128, (1, 9, 12))
(-34972143.408591405, 2300, -15205.279742865829, (1, 10, 11))
(-33097741.35748462, 2300, -14390.32232934114, (2, 3, 17))
(-31724489.14285714, 2024, -15674.154714850367, (0, 1, 20))
(-31147411.17159208, 2300, -13542.352683300904, (2, 4, 16))
(-30149126.129575275, 2300, -13108.315708510989, (2, 5, 15))
(-29697388.820259202, 2300, -12911.908182721392, (3, 3, 16))
(-29642202.097570125, 2300, -12887.913955465272, (2, 6, 14))
(-29388031.44741533, 2300, -12777.4049771371, (2, 7, 13))
(-29263930.582006227, 2300, -12723.448079133143, (2, 8, 12))
(-29208216.545454543, 2300, -12699.224584980237, (2, 9, 11))
(-29192393.648351647, 2300, -12692.345064500716, (2, 10, 10))
(-27947248.084462494, 2300, -12150.97742802717, (3, 4, 15))
(-27051611.77765269, 2300, -11761.570338109865, (3, 5, 14))
(-26597251.67740206, 2300, -11564.022468435678, (3, 6, 13))
(-26454483.42857143, 2024, -13070.396950875212, (0, 2, 19))
(-26370502.07678596, 2300, -11465.435685559112, (3, 7, 12))
(-26299756.083872784, 2300, -11434.676558205558, (4, 4, 14))
(-26262224.108479757, 2300, -11418.358308034676, (3, 8, 11))
(-26218980.161838163, 2300, -11399.556592103549, (3, 9, 10))
(-25456683.7088175, 2300, -11068.123351659782, (4, 5, 13))
(-25029744.658105567, 2300, -10882.497677437203, (4, 6, 12))
(-24818817.954592362, 2300, -10790.790415040157, (4, 7, 11))
(-24723010.07619625, 2300, -10749.1348157375, (4, 8, 10))
(-24695589.02665755, 2300, -10737.212620285893, (4, 9, 9))
(-24641032.383300908, 2300, -10713.492340565612, (5, 5, 12))
(-24229916.229691874, 2300, -10534.746186822555, (5, 6, 11))
(-24031459.616088763, 2300, -10448.460702647288, (5, 7, 10))
(-24002474.85714286, 2024, -11858.930265386787, (1, 1, 19))
(-23951474.634795543, 2300, -10413.684623824149, (5, 8, 9))
(-23831270.165992934, 2300, -10361.421811301276, (6, 6, 10))
(-23735302.65263158, 2024, -11726.92818805908, (0, 3, 18))
(-23648636.449492715, 2300, -10282.015847605528, (6, 7, 9))
(-23596072.517738193, 2300, -10259.161964233997, (6, 8, 8))
(-23493423.782531194, 2300, -10214.532079361388, (7, 7, 8))
(-22339040.92631579, 2024, -11037.075556480133, (0, 4, 17))
(-21626758.59413239, 2024, -10685.157408168177, (0, 5, 16))
(-21266655.48459384, 2024, -10507.240852072055, (0, 6, 15))
(-21086919.749019608, 2024, -10418.438611175696, (0, 7, 14))
(-20999051.65714286, 2024, -10375.025522303784, (0, 8, 13))
(-20958055.64835165, 2024, -10354.770577248839, (0, 9, 12))
(-20942009.230769232, 2024, -10346.842505320767, (0, 10, 11))
(-20007881.612030074, 2024, -9885.317001991143, (1, 2, 18))
(-18835406.0, 1771, -10635.463579898362, (0, 0, 20))
(-17950160.360902257, 2024, -8868.656304793605, (1, 3, 17))
(-16895888.33165266, 2024, -8347.770914848152, (1, 4, 16))
(-16674747.891729325, 2024, -8238.511804214093, (2, 2, 17))
(-16359695.610791685, 2024, -8082.8535626441135, (1, 5, 15))
(-16089776.188235294, 2024, -7949.494164147873, (1, 6, 14))
(-15955974.274509804, 2024, -7883.386499263737, (1, 7, 13))
(-15891542.224175824, 2024, -7851.552482300308, (1, 8, 12))
(-15863021.010989012, 2024, -7837.4609738088, (1, 9, 11))
(-15854997.802197803, 2024, -7833.496937844764, (1, 10, 10))
(-14959016.337667698, 2024, -7390.818348650048, (2, 3, 16))
(-14232297.6, 1771, -8036.305815923207, (0, 1, 19))
(-14080833.919740528, 2024, -6956.933754812514, (2, 4, 15))
(-13634824.885861712, 2024, -6736.573560208356, (2, 5, 14))
(-13419374.394928498, 2024, -6630.125689193922, (3, 3, 15))
(-13410839.285154061, 2024, -6625.908737724339, (2, 6, 13))
(-13300473.412971342, 2024, -6571.380144748687, (2, 7, 12))
(-13248516.158241758, 2024, -6545.709564348695, (2, 8, 11))
(-13228018.153846154, 2024, -6535.582091821222, (2, 9, 10))
(-12631375.663983488, 2024, -6240.798252956269, (3, 4, 14))
(-12231300.451953415, 2024, -6043.132634364335, (3, 5, 13))
(-12030750.892788533, 2024, -5944.046883788801, (3, 6, 12))
(-11932859.816210208, 2024, -5895.6817273765855, (3, 7, 11))
(-11889310.754887218, 2024, -5874.165392730839, (4, 4, 13))
(-11888925.770271834, 2024, -5873.97518294063, (3, 8, 10))
(-11876450.974667437, 2024, -5867.811746377192, (3, 9, 9))
(-11854785.421052631, 1771, -6693.837053107076, (0, 2, 18))
(-11512671.584399914, 2024, -5688.078846047389, (4, 5, 12))
(-11324596.82083943, 2024, -5595.156532035291, (4, 6, 11))
(-11234728.953052314, 2024, -5550.755411587112, (4, 7, 10))
(-11198818.115905149, 2024, -5533.012903115192, (4, 8, 9))
(-11148507.209517004, 2024, -5508.155735927374, (5, 5, 11))
(-10968455.654747728, 2024, -5419.197457879312, (5, 6, 10))
(-10886610.995751822, 2024, -5378.760373395169, (5, 7, 9))
(-10863174.954209052, 2024, -5367.181301486686, (5, 8, 8))
(-10796427.308769662, 2024, -5334.203215795287, (6, 6, 9))
(-10741987.310526315, 1771, -6065.492552527564, (1, 1, 18))
(-10727057.445378153, 2024, -5299.929567874581, (6, 7, 8))
(-10681123.623529412, 2024, -5277.234991862358, (7, 7, 7))
(-10633764.810526315, 1771, -6004.384421528128, (0, 3, 17))
(-10010922.56986584, 1771, -5652.694844644743, (0, 4, 16))
(-9696102.215686275, 1771, -5474.930669501002, (0, 5, 15))
(-9538968.380392157, 1771, -5386.204619080833, (0, 6, 14))
(-9461961.133333333, 1771, -5342.722266139657, (0, 7, 13))
(-9425402.69230769, 1771, -5322.079442296833, (0, 8, 12))
(-9409459.799999999, 1771, -5313.077244494635, (0, 9, 11))
(-9405021.153846154, 1771, -5310.570950788342, (0, 10, 10))
(-8942720.915789474, 1771, -5049.531855330025, (1, 2, 17))
(-8354728.0, 1540, -5425.148051948052, (0, 0, 19))
(-8020789.490196077, 1771, -4528.960751098858, (1, 3, 16))
(-7551958.192776058, 1771, -4264.233875085295, (1, 4, 15))
(-7442543.705985552, 1771, -4202.452685480266, (2, 2, 16))
(-7315981.098039215, 1771, -4130.98876230334, (1, 5, 14))
(-7198910.5568627445, 1771, -4064.884560622668, (1, 6, 13))
(-7142127.712820512, 1771, -4032.8219722306676, (1, 7, 12))
(-7115877.046153846, 1771, -4017.999461408157, (1, 8, 11))
(-7105686.276923076, 1771, -4012.245215653911, (1, 9, 10))
(-6674623.22363261, 1771, -3768.844282118922, (2, 3, 15))
(-6294410.105263158, 1540, -4087.2792891319205, (0, 1, 18))
(-6284635.1856553145, 1771, -3548.6364684671453, (2, 4, 14))
(-6088721.385036119, 1771, -3438.013204424686, (2, 5, 13))
(-5991875.24687624, 1771, -3383.32876729319, (2, 6, 12))
(-5985546.000722393, 1771, -3379.754941119364, (3, 3, 14))
(-5945400.177192982, 1771, -3357.0864919215032, (2, 7, 11))
(-5924901.6336032385, 1771, -3345.5119331469446, (2, 8, 10))
(-5919149.510526315, 1771, -3342.263981098992, (2, 9, 9))
(-5635621.256862745, 1771, -3182.1689762070832, (3, 4, 13))
(-5459931.859260141, 1771, -3082.965476713801, (3, 5, 12))
(-5373393.495459236, 1771, -3034.1013526026177, (3, 6, 11))
(-5332670.548852901, 1771, -3011.1070292788827, (3, 7, 10))
(-5316610.651417004, 1771, -3002.0387642106175, (3, 8, 9))
(-5305920.916019687, 1771, -2996.002775843979, (4, 4, 12))
(-5234193.052631579, 1540, -3398.8266575529733, (0, 2, 17))
(-5140539.2927760575, 1771, -2902.619589371009, (4, 5, 11))
(-5059753.052052075, 1771, -2857.0034173077784, (4, 6, 10))
(-5023468.751599587, 1771, -2836.515387690337, (4, 7, 9))
(-5013160.977240613, 1771, -2830.695074670024, (4, 8, 8))
(-4980909.792609351, 1771, -2812.4843549459915, (5, 5, 10))
(-4904562.198039215, 1771, -2769.374476589054, (5, 6, 9))
(-4874030.02066365, 1771, -2752.134399019565, (5, 7, 8))
(-4833966.726546003, 1771, -2729.5125502800693, (6, 6, 8))
(-4813742.323529411, 1771, -2718.092785730893, (6, 7, 7))
(-4734142.631578947, 1540, -3074.1185919343816, (1, 1, 17))
(-4693207.104231166, 1540, -3047.5370806695882, (0, 3, 16))
(-4419802.274509804, 1540, -2870.001476954418, (0, 4, 15))
(-4283398.823529412, 1540, -2781.427807486631, (0, 5, 14))
(-4216553.333333333, 1540, -2738.021645021645, (0, 6, 13))
(-4184656.7179487185, 1540, -2717.3095571095573, (0, 7, 12))
(-4170196.0, 1540, -2707.9194805194807, (0, 8, 11))
(-4164682.1538461535, 1540, -2704.339060939061, (0, 9, 10))
(-3933541.131062951, 1540, -2554.247487703215, (1, 2, 16))
(-3640756.0, 1330, -2737.4105263157894, (0, 0, 18))
(-3526345.742002064, 1540, -2289.8348974039377, (1, 3, 15))
(-3321441.6016511866, 1540, -2156.780260812459, (1, 4, 14))
(-3266730.1898864806, 1540, -2121.253370056156, (2, 2, 15))
(-3219817.1310629514, 1540, -2090.7903448460725, (1, 5, 13))
(-3170446.0782726044, 1540, -2058.7312196575353, (1, 6, 12))
(-3147267.411605938, 1540, -2043.6801374064532, (1, 7, 11))
(-3137280.129554656, 1540, -2037.194889321205, (1, 8, 10))
(-3134523.206477733, 1540, -2035.4046795309953, (1, 9, 9))
(-2928035.4901960786, 1540, -1901.3217468805703, (2, 3, 14))
(-2757910.330237358, 1540, -1790.8508637904922, (2, 4, 13))
(-2731232.0, 1330, -2053.557894736842, (0, 1, 17))
(-2673760.297054854, 1540, -1736.2079851005547, (2, 5, 12))
(-2633107.192982456, 1540, -1709.8098655730234, (2, 6, 11))
(-2624119.7708978327, 1540, -1703.973877206385, (3, 3, 13))
(-2614401.962213225, 1540, -1697.6636118267697, (2, 7, 10))
(-2607171.603238866, 1540, -1692.9685735317314, (2, 8, 9))
(-2471469.048344844, 1540, -1604.850031392756, (3, 4, 12))
(-2396036.963880289, 1540, -1555.868158363824, (3, 5, 11))
(-2359857.295705327, 1540, -1532.3748673411212, (3, 6, 10))
(-2343908.988013019, 1540, -1522.0188233850772, (3, 7, 9))
(-2339435.5521155833, 1540, -1519.1139948802488, (3, 8, 8))
(-2327536.274509804, 1540, -1511.3871912401323, (4, 4, 11))
(-2265346.862745098, 1330, -1703.2683178534571, (0, 2, 16))
(-2256577.6259426847, 1540, -1465.310146716029, (4, 5, 10))
(-2223154.880844645, 1540, -1443.607065483536, (4, 6, 9))
(-2209963.4962292607, 1540, -1435.0412313177019, (4, 7, 8))
(-2188375.9004524886, 1540, -1421.0233119821355, (5, 5, 9))
(-2157710.0784313725, 1540, -1401.1104405398523, (5, 6, 8))
(-2148992.129713424, 1540, -1395.4494348788467, (5, 7, 7))
(-2131517.692307692, 1540, -1384.1023976023976, (6, 6, 7))
(-2043527.4313725492, 1330, -1536.486790505676, (1, 1, 16))
(-2029756.5098039217, 1330, -1526.132714138287, (0, 3, 15))
(-1912257.5294117646, 1330, -1437.787616099071, (0, 4, 14))
(-1854730.0, 1330, -1394.5338345864661, (0, 5, 13))
(-1827284.2564102563, 1330, -1373.8979371505686, (0, 6, 12))
(-1814703.3333333333, 1330, -1364.438596491228, (0, 7, 11))
(-1809425.4965034965, 1330, -1360.4702981229298, (0, 8, 10))
(-1807996.9090909092, 1330, -1359.3961722488039, (0, 9, 9))
(-1692789.6862745096, 1330, -1272.7742002063983, (1, 2, 15))
(-1547784.0, 1140, -1357.7052631578947, (0, 0, 17))
(-1516245.0196078431, 1330, -1140.0338493292054, (1, 3, 14))
(-1428731.7647058822, 1330, -1074.2344095532949, (1, 4, 13))
(-1401097.6274509805, 1330, -1053.456862745098, (2, 2, 14))
(-1386245.128205128, 1330, -1042.2895700790436, (1, 5, 12))
(-1366231.7948717948, 1330, -1027.2419510314246, (1, 6, 11))
(-1357302.4149184148, 1330, -1020.5281315176052, (1, 7, 10))
(-1353949.2027972029, 1330, -1018.0069193963931, (1, 8, 9))
(-1254538.6862745099, 1330, -943.2621701312104, (2, 3, 13))
(-1182066.3242835596, 1330, -888.7716723936538, (2, 4, 12))
(-1153697.8823529412, 1140, -1012.0156862745098, (0, 1, 16))
(-1147012.0980392157, 1330, -862.415111307681, (2, 5, 11))
(-1130650.3078294254, 1330, -850.113013405583, (2, 6, 10))
(-1123645.5525846703, 1330, -844.8462801388498, (2, 7, 9))
(-1123020.6380090497, 1330, -844.3764195556765, (3, 3, 12))
(-1121720.9278760455, 1330, -843.3991938917635, (2, 8, 8))
(-1057980.6862745099, 1330, -795.4742002063983, (3, 4, 11))
(-1026578.003153709, 1330, -771.8631602659466, (3, 5, 10))
(-1012140.8376525436, 1330, -761.008148610935, (3, 6, 9))
(-1006564.6698203756, 1330, -756.8155412183276, (3, 7, 8))
(-996592.2776635129, 1330, -749.3175020026413, (4, 4, 10))
(-967114.2192513369, 1330, -727.1535483092758, (4, 5, 9))
(-954105.6411627587, 1330, -717.37266252839, (4, 6, 8))
(-952903.294117647, 1140, -835.8800825593395, (0, 2, 15))
(-950454.0980392157, 1330, -714.6271413828689, (4, 7, 7))
(-939064.7482517483, 1330, -706.0637204900363, (5, 5, 8))
(-927980.7948717948, 1330, -697.7299209562367, (5, 6, 7))
(-920548.3846153846, 1330, -692.1416425679583, (6, 6, 6))
(-856257.5294117647, 1140, -751.1030959752322, (1, 1, 15))
(-852645.8823529412, 1140, -747.9349845201239, (0, 3, 14))
(-803597.1428571428, 1140, -704.9097744360902, (0, 4, 13))
(-780245.934065934, 1140, -684.4262579525737, (0, 5, 12))
(-769549.1428571428, 1140, -675.0431077694235, (0, 6, 11))
(-764946.3216783216, 1140, -671.0055453318611, (0, 7, 10))
(-763279.6363636364, 1140, -669.5435406698565, (0, 8, 9))
(-705731.5294117646, 1140, -619.0627450980392, (1, 2, 14))
(-634042.0, 969, -654.3261093911249, (0, 0, 16))
(-631078.4537815126, 1140, -553.5775910364146, (1, 3, 13))
(-594878.479638009, 1140, -521.8232277526395, (1, 4, 12))
(-580809.8655462185, 1140, -509.4823381984373, (2, 2, 13))
(-577854.4796380091, 1140, -506.8898944193062, (1, 5, 11))
(-570204.6734442029, 1140, -500.1795381089499, (1, 6, 10))
(-567069.9201974496, 1140, -497.4297545591663, (1, 7, 9))
(-566236.577540107, 1140, -496.698752228164, (1, 8, 8))
(-519005.5552682611, 1140, -455.26803093707116, (2, 3, 12))
